,Title,Category,Price,City,Availability
319,Чука салат замороженный,Морепродукты,2 800 Т,Актобе,В наличии
320,Мидии в раковине 40-60 закрытые,Морепродукты,4 800 Т,Актобе,В наличии
321,Гребешок Risma 10/20 глазурь 7%,Морепродукты,13 500 Т,Актобе,В наличии
322,Вонголе Свежемороженные уп. 500 гр,Морепродукты,3 500 Т,Актобе,В наличии
323,"Мидии на раковине Киви 40/60,  Новая Зеландия",Морепродукты,5 400 Т,Актобе,В наличии
324,"Креветка Арктическая, 70/90,  Гренландия",Морепродукты,6 700 Т,Актобе,В наличии
325,"Осьминог Бэби, размер 40/60",Морепродукты,5 500 Т,Актобе,В наличии
326,Креветка Ваннамей 16/20 в панцире б/г,Морепродукты,5 700 Т,Актобе,В наличии
327,"Лангустины в Панцире с головой, размер 10-20",Морепродукты,7 200 Т,Актобе,В наличии
328,"Креветка  Салатная 100/200, глазурь 40%",Морепродукты,3 900 Т,Актобе,В наличии
329,Щупальца Кальмара свежемороженные,Морепродукты,2 500 Т,Актобе,В наличии
330,"Креветка Северная, 90/120,  Гренландия",Морепродукты,3 990 Т,Актобе,В наличии
331,Мясо Мидий очищенное,Морепродукты,3 000 Т,Актобе,В наличии
332,"Лангустины в панцире без головы, размер 30 - 50, уп. 2 кг",Морепродукты,6 500 Т,Актобе,В наличии
333,"Гребешок 10/20, глазурь 25%",Морепродукты,6 800 Т,Актобе,В наличии
334,Устрицы Gillardeau №2,Морепродукты,1 790 Т,Актобе,В наличии
335,"Кольца Кальмара, уп. 1 кг",Морепродукты,4 800 Т,Актобе,В наличии
336,Устрицы Ostra Regal  #2,Морепродукты,2 100 Т,Актобе,В наличии
337,Устрицы Fin De Claire №2 Marine,Морепродукты,1 400 Т,Актобе,Временно нет в наличии
338,Конечности Камчатского Краба 4L,Морепродукты,24 000 Т,Актобе,В наличии
339,Креветка Тигровая 8/12  с головой,Морепродукты,14 500 Т,Актобе,В наличии
340,Устрицы Tarbouriech,Морепродукты,2 400 Т,Актобе,В наличии
341,Кальмар Патагонский,Морепродукты,5 500 Т,Актобе,В наличии
342,Гребешок Морской на раковине с икрой 12/16,Морепродукты,7 600 Т,Актобе,В наличии
343,Улитка Бургундская в металлическом поддоне,Морепродукты,2 990 Т,Актобе,В наличии
344,"Хвост Омара, замороженный",Морепродукты,40 000 Т,Актобе,В наличии
345,"Осьминог Индонезия 0,5 - 1 кг",Морепродукты,9 500 Т,Актобе,В наличии
346,"Мясо краба, 1я фаланга, блок весом 1 -1,5 кг",Морепродукты,35 000 Т,Актобе,В наличии
347,Лобстер (Омар) размер 1000+ гр.,Морепродукты,45 000 Т,Актобе,В наличии
348,Клешни Лобстера (Омара) замороженные,Морепродукты,13 500 Т,Актобе,В наличии
349,Устрицы Fine de Claire Selection Marine #3,Морепродукты,1 100 Т,Актобе,В наличии
350,Устрицы La Belle №2,Морепродукты,1 490 Т,Актобе,В наличии
351,"Каракатица, размер 40-60",Морепродукты,4 800 Т,Актобе,В наличии
352,Кальмар Командорский очищенный,Морепродукты,3 600 Т,Актобе,В наличии
353,Кальмар Тушка Неочищенный,Морепродукты,2 500 Т,Актобе,В наличии
354,Кальмар Командорский 600 гр,Морепродукты,1 990 Т,Актобе,В наличии
355,Гребешок на Створке,Морепродукты,4 500 Т,Актобе,В наличии
356,"Креветка Королевская Блочная, в панцире 21/25",Морепродукты,15 000 Т,Актобе,В наличии
357,Улитки по Бургундски (Escargot),Морепродукты,10 500 Т,Актобе,В наличии
358,Мясо Краба Салатное (кусочками),Морепродукты,17 500 Т,Актобе,В наличии
359,Креветка Risma Премиум глазурь 7%,Морепродукты,6 000 Т,Актобе,В наличии
360,Устрицы №2 Царская,Морепродукты,1 600 Т,Актобе,В наличии
361,Краб Приморский в собственном соку,Морепродукты,17 500 Т,Актобе,В наличии
362,"Керамическая Сковорода ""Улиточница Эскарготьерка""",Морепродукты,4 500 Т,Актобе,В наличии
363,Трубка Кальмара Risma,Морепродукты,4 800 Т,Актобе,В наличии
364,Краб Натуральный в собственном соку,Морепродукты,48 000 Т,Актобе,В наличии
365,"Семга Атлантическая (Лосось) Охлажденная, 3-4 кг",Рыба,5 990 Т,Актобе,В наличии
366,Лосось Малосольный филе на шкуре,Рыба,9 500 Т,Актобе,В наличии
367,Дорадо Охлажденная вес 300 - 400 гр/шт Греция,Рыба,4 990 Т,Актобе,В наличии
368,Стейк из Семги нарезка Подкова,Рыба,6 990 Т,Актобе,В наличии
369,"Форель Атлантическая охлажденная 3-4 кг, Норвегия",Рыба,7 700 Т,Актобе,В наличии
370,Сибас Охлажденный весом 300 - 400 гр/шт,Рыба,4 990 Т,Актобе,В наличии
371,Дорадо Охлажденная 400 - 600 гр./шт,Рыба,4 990 Т,Актобе,В наличии
372,Сибас Охлажденный 400 - 600 гр/шт,Рыба,4 990 Т,Актобе,В наличии
373,Лосось копченый по Шотландски Филе,Рыба,10 800 Т,Актобе,В наличии
374,Филе Судака уп. 1 кг,Рыба,3 500 Т,Актобе,В наличии
375,"Семга Атлантическая охлажденная, 5-6 кг, Норвегия",Рыба,7 700 Т,Актобе,В наличии
376,Филе из Охлажденной Семги (Лосося),Рыба,14 500 Т,Актобе,В наличии
377,Морской Окунь размер 500-600 гр,Рыба,3 000 Т,Актобе,В наличии
378,Слайсы из Малосольного Лосося,Рыба,15 990 Т,Актобе,В наличии
379,Палтус вес 2-3 кг,Рыба,5 500 Т,Актобе,В наличии
380,Скумбрия (макрель атлантическая) 400-600,Рыба,2 200 Т,Актобе,В наличии
381,Тунец  Yellowfin филе уп. 350-550 гр.,Рыба,10 100 Т,Актобе,В наличии
382,Филе на шкуре из Атлантической Семги,Рыба,8 900 Т,Актобе,В наличии
383,"Филе из Охлажденной Океанической Форели  1,5 - 2 кг",Рыба,14 500 Т,Актобе,В наличии
384,Эсколар копченый филе на шкуре,Рыба,7 800 Т,Актобе,В наличии
385,"Сибас Охлажденный 600 - 800 гр., Греция",Рыба,7 200 Т,Актобе,В наличии
386,Форель Атлантическая Норвежская охлажденная 5 - 6 кг,Рыба,7 700 Т,Актобе,В наличии
387,Стейк Подкова из Норв. лосося размороженный  вес 300 - 400 гр,Рыба,7 800 Т,Актобе,В наличии
388,Филе Трески заморозка,Рыба,4 500 Т,Актобе,В наличии
